ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,PSA,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX ApKa,CX BpKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA Lipinski,HBD Lipinski,#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles
CHEMBL267936,MECAMYLAMINE,MECAMYLAMINE,Small molecule,4,167.3,24.0,86.0,2.42,12.03,1,1,0,1,Y,0.63,None,10.88,2.37,-0.67,0,MOL,0,12,1,1,0,167.1674,BASE,C11H21N,CNC1(C)C2CCC(C2)C1(C)C
CHEMBL1908315,GEMEPROST,CERVAGEM|GEMEPROST|SC-37681,Small molecule,4,394.55,1.0,1.0,3.98,83.83,5,2,0,12,N,0.23,None,None,4.71,4.71,0,MOL,0,28,5,2,0,394.2719,NEUTRAL,C23H38O5,CCCCC(C)(C)[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)OC
CHEMBL2220384,TILIDINE,TILIDINE|Tilidine,Small molecule,0,273.38,4.0,16.0,2.77,29.54,3,0,0,4,N,0.62,None,8.60,3.35,2.13,1,MOL,0,20,3,0,0,273.1729,BASE,C17H23NO2,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C
CHEMBL1492,DIPHENYLPYRALINE,DIPHENYLPYRALINE|Diphenylpyraline,Small molecule,4,281.4,14.0,20.0,3.89,12.47,2,0,0,4,N,0.84,None,8.87,3.66,2.18,2,MOL,0,21,2,0,0,281.178,BASE,C19H23NO,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1
CHEMBL3707286,HIDROSMIN,HIDROSMIN,Small molecule,0,652.6,,,-1.42,247.43,16,8,3,10,N,0.13,9.55,None,-1.64,-1.64,3,MOL,0,46,16,8,3,652.2003,NEUTRAL,C30H36O16,COc1ccc(-c2cc(=O)c3c(OCCO)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O
CHEMBL166863,POLMACOXIB,CG-100649|CG100649|POLMACOXIB,Small molecule,3,361.39,5.0,15.0,2.72,86.46,4,1,0,3,N,0.91,10.09,None,2.94,2.94,2,MOL,0,25,5,2,0,361.0784,NEUTRAL,C18H16FNO4S,CC1(C)OC(c2ccc(S(N)(=O)=O)cc2)=C(c2cccc(F)c2)C1=O
CHEMBL32479,BROTIZOLAM,BROTIZOLAM|Lendorm|WE 941|WE-941|WE-941-BS,Small molecule,3,393.7,10.0,19.0,4.40,43.07,5,0,0,1,N,0.61,None,3.82,3.90,3.90,3,MOL,0,22,4,0,0,391.9498,NEUTRAL,C15H10BrClN4S,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2
CHEMBL491571,DORIPENEM,DORIBAX|DORIPENEM|Finibax|S-4661,Small molecule,4,420.51,142.0,1974.0,-1.60,162.06,7,5,0,7,N,0.31,3.34,9.51,-5.56,-5.57,0,MOL,0,27,10,6,1,420.1137,ZWITTERION,C15H24N4O6S2,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12
CHEMBL634,ALFENTANIL,ALFENTANIL|Alfentanil|IDS-NA-014|R-39209|R-39209-,Small molecule,4,416.53,38.0,169.0,1.38,85.49,8,0,0,9,N,0.61,None,7.50,2.81,2.45,2,MOL,0,30,9,0,0,416.2536,NEUTRAL,C21H32N6O3,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1
CHEMBL29609,PLECONARIL,PLECONARIL|VP 63843|VP-63843|WIN 63843|WIN-63843,Small molecule,2,381.35,76.0,240.0,4.68,74.18,6,0,0,6,N,0.58,None,1.64,5.04,5.04,3,MOL,0,27,6,0,0,381.13,NEUTRAL,C18H18F3N3O3,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1
CHEMBL1388,MONOBENZONE,Benoquin|MONOBENZONE|MONOBENZYL ETHER OF HYDROQUINONE|Monobenzone|P-BENZYLOXYPHENOL,Small molecule,4,200.24,116.0,309.0,2.97,29.46,2,1,0,3,Y,0.82,9.91,None,3.24,3.24,2,MOL,0,15,2,1,0,200.0837,NEUTRAL,C13H12O2,Oc1ccc(OCc2ccccc2)cc1
CHEMBL1200854,FLUPHENAZINE DECANOATE,DECAZATE|FLUPHENAZINE DECANOATE|MODECATE|MODECATE CONC|NSC-169510|PROLIXIN DECANOATE|QD-10733|SQ-10733,Small molecule,4,591.78,5.0,23.0,8.00,36.02,6,0,2,15,N,0.15,None,7.48,8.22,7.88,2,MOL,0,41,5,0,2,591.3106,NEUTRAL,C32H44F3N3O2S,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
CHEMBL1788393,ETOFAMIDE,ETHYLCHLORDIPHENE|ETOFAMIDE,Small molecule,0,427.28,1.0,1.0,4.56,81.91,5,0,0,10,N,0.24,None,None,4.17,4.17,2,MOL,0,28,7,0,0,426.0749,NEUTRAL,C19H20Cl2N2O5,CCOCCN(Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1)C(=O)C(Cl)Cl
CHEMBL278819,MINAPRINE,AGR-1240|Brantur|CB-30038|Cantor|MINAPRINE,Small molecule,4,298.39,21.0,29.0,2.20,50.28,5,1,0,5,N,0.92,None,6.28,2.19,2.16,2,MOL,0,22,5,1,0,298.1794,NEUTRAL,C17H22N4O,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1
CHEMBL2105825,PROGLUMETACIN,PROGLUMETACIN|PROGLUMETACIN MALEATE,Small molecule,0,844.45,4.0,23.0,6.16,139.72,11,1,3,21,N,0.08,None,7.75,5.72,5.17,4,MOL,0,60,13,1,3,843.3974,NEUTRAL,C46H58ClN5O8,CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)CC1)NC(=O)c1ccccc1
CHEMBL277535,BIFONAZOLE,BAY H 4502|BAY-H-4502|BIFONAZOLE|D01AC10|Mycospor,Small molecule,4,310.4,93.0,435.0,5.19,17.82,2,0,1,4,N,0.51,None,6.36,5.23,5.21,4,MOL,0,24,2,0,1,310.147,NEUTRAL,C22H18N2,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1
CHEMBL116,AMPRENAVIR,141 W94|141W94|AMPRENAVIR|Agenerase|J05AE05|KVX-478|VX-478,Small molecule,4,505.64,148.0,1194.0,2.40,131.19,7,3,1,11,N,0.40,13.61,2.39,2.43,2.43,2,MOL,0,35,9,4,1,505.2247,NEUTRAL,C25H35N3O6S,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
CHEMBL1200932,IOPAMIDOL,"IOPAMIDOL|IOPAMIDOL-200|IOPAMIDOL-250|IOPAMIDOL-300|IOPAMIDOL-370|ISOVUE-128|ISOVUE-200|ISOVUE-250|ISOVUE-300|ISOVUE-370|ISOVUE-M 200|ISOVUE-M 300|Isovue|SCANLUX-300|SCANLUX-370|SQ 13,396|SQ-13396",Small molecule,4,777.09,15.0,78.0,-1.01,188.45,8,8,2,10,N,0.14,11.00,None,-0.74,-0.74,1,MOL,0,31,11,8,3,776.8541,NEUTRAL,C17H22I3N3O8,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I
CHEMBL1095,ETHOTOIN,ETHOTOIN|Ethotoin|Peganone,Small molecule,4,204.23,11.0,52.0,1.30,49.41,2,1,0,2,Y,0.74,11.18,None,1.07,1.07,1,MOL,0,15,4,1,0,204.0899,NEUTRAL,C11H12N2O2,CCN1C(=O)NC(c2ccccc2)C1=O
CHEMBL413965,FELBINAC,"CL 83,544|CL-83544|Dolinac|FELBINAC|FELBINAC ETHYL|Flexfree|LJC 10,141|LJC-10141|NSC-16284|Napageln|Target|Traxam",Small molecule,4,212.25,122.0,307.0,2.98,37.30,1,1,0,3,Y,0.85,4.71,None,3.26,0.63,2,MOL,0,16,2,1,0,212.0837,ACID,C14H12O2,O=C(O)Cc1ccc(-c2ccccc2)cc1
CHEMBL93836,VALPROMIDE,VALPROMIDE,Small molecule,0,143.23,13.0,32.0,1.69,43.09,1,1,0,5,N,0.62,None,None,1.99,1.99,0,MOL,0,10,2,2,0,143.131,NEUTRAL,C8H17NO,CCCC(CCC)C(N)=O
CHEMBL33720,OXEDRINE,OXEDRINE|Oxedrine|Synephrine,Small molecule,0,167.21,33.0,60.0,0.64,52.49,3,3,0,3,Y,0.62,9.76,9.15,-0.07,-1.39,1,MOL,0,12,3,3,0,167.0946,BASE,C9H13NO2,CNCC(O)c1ccc(O)cc1
CHEMBL2106199,DODECLONIUM BROMIDE,DODECLONIUM BROMIDE|GR 412,Small molecule,0,448.92,,,6.72,9.23,1,0,1,15,N,0.25,None,None,3.16,3.16,1,MOL,0,25,2,0,1,368.2715,NEUTRAL,C22H39BrClNO,CCCCCCCCCCCC[N+](C)(C)CCOc1ccc(Cl)cc1.[Br-]
CHEMBL1201325,HEXOCYCLIUM,HEXOCYCLIUM|Hexocyclium,Small molecule,4,317.5,1.0,1.0,2.85,23.47,2,1,0,4,N,0.86,13.51,4.95,-0.99,-0.99,1,MOL,0,23,3,1,0,317.2587,NEUTRAL,C20H33N2O+,C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1
CHEMBL1518,PROPYLTHIOURACIL,NSC-6498|NSC-70461|PROPYLTHIOURACIL|Propacil|Propylthiouracil|Prothyran|Thyreostat,Small molecule,4,170.24,150.0,1992.0,1.38,48.65,2,2,0,2,Y,0.66,8.09,None,1.20,1.12,1,MOL,0,11,3,2,0,170.0514,NEUTRAL,C7H10N2OS,CCCc1cc(=O)[nH]c(=S)[nH]1
CHEMBL156791,CLORANOLOL,CLORANOLOL,Small molecule,0,292.21,3.0,5.0,3.12,41.49,3,2,0,5,N,0.88,None,9.76,3.08,0.77,1,MOL,0,18,3,2,0,291.0793,BASE,C13H19Cl2NO2,CC(C)(C)NCC(O)COc1cc(Cl)ccc1Cl
CHEMBL1449676,ORNIDAZOLE,NSC-95075|ORNIDAZOLE|RO 7-0207|RO-7-0207|RO-70207|TIBERAL,Small molecule,4,219.63,29.0,74.0,0.70,81.19,5,1,0,4,N,0.46,13.82,3.27,0.26,0.26,1,MOL,0,14,6,1,0,219.0411,NEUTRAL,C7H10ClN3O3,Cc1ncc([N+](=O)[O-])n1CC(O)CCl
CHEMBL1083659,SUVOREXANT,BELSOMRA|MK-4305|MK4305|SUVOREXANT,Small molecule,4,450.93,19.0,139.0,4.11,80.29,7,0,0,3,N,0.47,None,0.26,4.04,4.04,4,MOL,0,32,8,0,0,450.1571,NEUTRAL,C23H23ClN6O2,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1
CHEMBL550348,DEFERASIROX,DEFERASIROX|EXjade|ICL-670|ICL-670A|ICL670|ICL670A|JADENU|JADENU SPRINKLE,Small molecule,4,373.37,34.0,110.0,3.71,108.47,6,3,0,4,N,0.50,4.51,None,4.74,1.89,4,MOL,0,28,7,3,0,373.1063,ACID,C21H15N3O4,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
CHEMBL41286,DIACEREIN,AC-201|ARTRODAR|DIACEREIN|FISIODAR|M-01AX21|M01AX21|RHEIN DIACETATE|SF-277,Small molecule,4,368.3,57.0,104.0,2.01,124.04,7,1,0,3,N,0.55,3.37,None,1.79,-1.62,2,MOL,0,27,8,1,0,368.0532,ACID,C19H12O8,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O
CHEMBL1201291,IOXAGLIC ACID,IOXAGLATE|IOXAGLIC ACID|P-286,Small molecule,4,1268.88,11.0,30.0,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,1268.5659,None,C24H21I6N5O8,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I
CHEMBL1353,SODIUM BICARBONATE,B1654|Baking Soda|E-500(II)|E500|INS NO.500(II)|INS-500(II)|Monosodium Carbonate|NSC-134031|NURSE HARVEYS|Neut|S-BICARB|S-BICARB SF|SODIBIC|SODIUM BICARBONATE|Soda Mint|Sodium Bicarbonate|THAMICARB,Small molecule,4,84.01,19.0,162.0,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,83.9823,None,CHNaO3,O=C([O-])O.[Na+]
CHEMBL3186538,CEFROXADINE,CEFROXADINE|CGP 9000,Small molecule,0,365.41,2.0,19.0,-0.07,121.96,6,3,0,5,N,0.46,3.08,7.60,-3.40,-3.60,0,MOL,0,25,8,4,0,365.1045,ACID,C16H19N3O5S,COC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1
CHEMBL713,ENTECAVIR,BMS-200475-01|Baraclude|ENTECAVIR|ENTECAVIR HYDRATE|ENTECAVIR MONOHYDRATE|SQ-34676|SQ34676,Small molecule,4,277.28,23.0,262.0,-0.83,130.05,7,4,0,2,N,0.53,10.17,0.74,-1.96,-1.96,2,MOL,0,20,8,5,0,277.1175,NEUTRAL,C12H15N5O3,C=C1[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@H](O)[C@H]1CO
CHEMBL3184512,CLINDAMYCIN PHOSPHATE,"CLEOCIN PHOSPHATE|CLEOCIN T|CLINDA-DERM|CLINDAMYCIN 2-DIHYDROGEN PHOSPHATE|CLINDAMYCIN PHOSPHATE|CLINDETS|Cleocin|Clindagel|Clindesse|DALACIN|DALACIN C PHOS|DALACIN T|Evoclin|NSC-618653|U 28508|U-28,508|U-28508|ZINDACLIN",Small molecule,4,504.97,5.0,11.0,0.51,148.79,8,5,1,9,N,0.22,0.71,7.55,-0.57,-2.35,0,MOL,0,31,10,5,1,504.1462,ACID,C18H34ClN2O8PS,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1
CHEMBL559,DEXTROTHYROXINE,Choloxin|D-THYROXINE|DEXTROTHYROXINE|Dextrothyroxine|Liotrix|Thyroxine,Small molecule,4,776.87,18.0,45.0,4.56,92.78,4,3,1,5,N,0.39,0.27,9.43,3.73,3.44,2,MOL,0,24,5,4,1,776.6867,ZWITTERION,C15H11I4NO4,N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
CHEMBL2110774,CHLORPHENOXAMINE,CHLORPHENOXAMINE,Small molecule,4,303.83,1.0,1.0,4.18,12.47,2,0,0,6,N,0.79,None,8.87,4.40,2.92,2,MOL,0,21,2,0,0,303.139,BASE,C18H22ClNO,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1
CHEMBL404422,BUTETHAL,BUTETHAL|BUTOBARBITAL|BUTOBARBITONE|Butobarbital|Neonal|SONERYL,Small molecule,4,212.25,7.0,12.0,0.94,75.27,3,2,0,4,N,0.68,7.48,None,1.61,1.35,0,MOL,0,15,5,2,0,212.1161,NEUTRAL,C10H16N2O3,CCCCC1(CC)C(=O)NC(=O)NC1=O
CHEMBL2111152,FENETHYLLINE,FENETHYLLINE|FENETYLLINE,Small molecule,0,341.42,,,0.65,73.85,7,1,0,6,N,0.71,None,9.53,1.52,-0.58,3,MOL,0,25,7,1,0,341.1852,BASE,C18H23N5O2,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C
CHEMBL566752,FLORBETABEN F18,BAY-949172|FLORBETABEN (18F)|FLORBETABEN F-18|FLORBETABEN F18|NEURACEQ|UNII-TLA7312TOI,Small molecule,4,358.44,6.0,20.0,4.28,39.72,4,1,0,12,N,0.45,None,4.62,3.74,3.73,2,MOL,0,26,4,1,0,359.1897,NEUTRAL,C21H26FNO3,CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])cc2)cc1
CHEMBL221959,TOFACITINIB,"550|CP 690550|CP- 690 550|CP-690|CP-690,550|CP-690,550 FREE BASE|CP-690-550|CP-690550|CP-690550 FREE BASE|CP690,550|CP690550|TASOCITINIB|TOFACITINIB",Small molecule,4,312.38,516.0,1659.0,1.54,88.91,5,1,0,3,N,0.93,9.15,6.44,1.24,1.19,2,MOL,0,23,7,1,0,312.1699,NEUTRAL,C16H20N6O,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
CHEMBL1240977,OXANTEL,OXANTEL,Small molecule,0,216.28,4.0,32.0,2.14,35.83,3,1,0,2,Y,0.82,9.39,10.90,1.28,-0.32,1,MOL,0,16,3,1,0,216.1263,BASE,C13H16N2O,CN1CCCN=C1/C=C/c1cccc(O)c1
CHEMBL1200368,BENTIROMIDE,"BENTIROMIDE|BTPABA, PFT|Chymex|E-2663",Small molecule,4,404.42,3.0,5.0,3.07,115.73,4,4,0,7,N,0.48,4.16,None,3.54,0.47,3,MOL,0,30,7,4,0,404.1372,ACID,C23H20N2O5,O=C(O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1
CHEMBL443,SULFAMETHOXAZOLE,ACETYLSULFAMETHOXAZOLE|Acetylsulfamethoxazole|GANTANOL-DS|Gantanol|NSC-147832|RO 4-2130|RO-4-2130|STX-608|SULFAMETHOXAZOLE|SULFAMETHOXAZOLE SODIUM|SULPHAMETHOXAZOLE|Sinomin|Suphamethoxazole|UROBAK,Small molecule,4,253.28,186.0,1172.0,1.37,98.22,5,2,0,3,N,0.80,6.16,1.97,0.79,0.00,2,MOL,0,17,6,3,0,253.0521,ACID,C10H11N3O3S,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
CHEMBL2107781,SODIUM TARTRATE,SODIUM TARTRATE,Small molecule,0,194.05,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,193.9803,None,C4H4Na2O6,O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[Na+].[Na+]
CHEMBL2043437,GLASDEGIB,GLASDEGIB|Glasdegib|PF-04449913|PF-4449913,Small molecule,4,374.45,20.0,38.0,3.39,96.84,4,3,0,3,N,0.65,11.39,6.67,2.28,2.21,3,MOL,0,28,7,3,0,374.1855,NEUTRAL,C21H22N6O,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1
CHEMBL429,LABETALOL,AH-5158A FREE BASE|LABETALOL|Labetalol|Normodyne|Normozide|SCH-15719W FREE BASE|Trandate,Small molecule,4,328.41,152.0,2207.0,2.14,95.58,4,4,0,8,N,0.60,8.05,9.80,1.89,1.26,2,MOL,0,24,5,5,0,328.1787,BASE,C19H24N2O3,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
CHEMBL2106968,MESULFEN,MESULFEN|MESULPHEN|THIANTHOL,Small molecule,0,244.38,,,4.92,0.00,2,0,0,0,N,0.55,None,None,5.40,5.40,2,MOL,0,16,0,0,0,244.038,None,C14H12S2,Cc1ccc2c(c1)Sc1ccc(C)cc1S2
CHEMBL1726,NISOLDIPINE,BAY K 5552|BAY-K-5552|NISOLDIPINE|SYSCOR MR 10|SYSCOR MR 20|SYSCOR MR 30|Sular,Small molecule,4,388.42,148.0,860.0,3.20,107.77,7,1,0,6,N,0.45,None,None,3.06,3.06,1,MOL,0,28,8,1,0,388.1634,NEUTRAL,C20H24N2O6,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
CHEMBL1525826,SULFALENE,AS-18908|KELFIZINE W|Kelfizina|LONGUM|NSC-110433|SULFALENE|SULFAMETHOPYRAZINE|SULFAMETOPYRAZINE,Small molecule,4,280.31,15.0,27.0,0.87,107.20,6,2,0,4,N,0.80,5.91,1.98,0.23,-0.62,2,MOL,0,19,7,3,0,280.063,ACID,C11H12N4O3S,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1
CHEMBL13291,FLUDIAZEPAM,FLUDIAZEPAM,Small molecule,0,302.74,6.0,14.0,3.29,32.67,2,0,0,1,N,0.80,None,1.89,3.22,3.22,2,MOL,0,21,3,0,0,302.0622,NEUTRAL,C16H12ClFN2O,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
CHEMBL452076,CILNIDIPINE,CILNIDIPINE|FRC-8653,Small molecule,3,492.53,33.0,75.0,4.28,117.00,8,1,0,10,N,0.23,None,None,4.10,4.10,2,MOL,0,36,9,1,0,492.1897,NEUTRAL,C27H28N2O7,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1
CHEMBL7863,APROBARBITAL,ALLYPROPYMAL|APROBARBITAL|Alurate,Small molecule,0,210.23,6.0,13.0,0.57,75.27,3,2,0,3,N,0.53,7.48,None,1.14,0.89,0,MOL,0,15,5,2,0,210.1004,NEUTRAL,C10H14N2O3,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O
CHEMBL1293,BETA CAROTENE,.BETA.-CAROTENE|BETA CAROTENE|BETACAROTENE|Beta-carotene|BetaVit|C.I.-40800|ELDON|GERARD|GOLDEN ROSE|LUMITENE|Lucaratin|NATURE'S PLUS|NSC-62794|OPTIMUM|OPTIMUN|Solatene,Small molecule,4,536.89,22.0,198.0,12.61,0.00,0,0,2,10,N,0.24,None,None,11.12,11.12,0,MOL,0,40,0,0,2,536.4382,None,C40H56,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1
CHEMBL427,MECHLORETHAMINE,CHLORMETHINE|MECHLORETHAMINE|Mechlorethamine|Mustargen|NSC-10107|NSC-128663,Small molecule,4,156.06,42.0,104.0,1.40,3.24,1,0,0,4,N,0.56,None,6.08,1.52,1.50,0,MOL,0,8,1,0,0,155.0269,NEUTRAL,C5H11Cl2N,CN(CCCl)CCCl
CHEMBL2021430,DEXAMETHASONE SODIUM PHOSPHATE,DEXACEN-4|DEXACORT|DEXAIR|DEXAMETHASONE|DEXAMETHASONE 21-PHOSPHATE DISODIUM SALT|DEXAMETHASONE SODIUM PHOSPHATE|DEXAMETHASONE SODIUM PHOSPHATE PRESERVATIVE FREE|Decadron|Hexadrol|Maxidex|TLC-399|TLC399,Small molecule,4,516.41,2.0,4.0,2.01,141.36,6,4,0,4,N,0.46,1.18,None,1.56,-2.01,0,MOL,0,32,8,4,0,472.1662,ACID,C22H28FNa2O8P,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]
CHEMBL1201130,BETAINE HYDROCHLORIDE,ACIDOL PEPSIN|BETAINE HYDROCHLORIDE|Betaine hydrochloride|Cystadane|LYCINE HYDROCHLORIDE|NSC-32191|NSC-3976,Small molecule,4,153.61,16.0,22.0,-0.22,37.30,1,1,0,2,Y,0.51,2.26,None,-4.49,-3.72,0,MOL,0,8,3,1,0,118.0863,ACID,C5H12ClNO2,C[N+](C)(C)CC(=O)O.[Cl-]
CHEMBL2107430,FLUTRIMAZOLE,FLUTRIMAZOLE|MICETAL|UR-4056,Small molecule,4,346.38,4.0,7.0,5.00,17.82,2,0,1,4,N,0.48,None,6.26,5.52,5.50,4,MOL,0,26,2,0,1,346.1282,NEUTRAL,C22H16F2N2,Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1
CHEMBL914,FEXOFENADINE,Allegra|FEXOFENADINE|Fexofenadine,Small molecule,4,501.67,144.0,454.0,5.51,81.00,4,3,2,10,N,0.34,4.04,9.01,2.94,2.93,3,MOL,0,37,5,3,2,501.2879,ZWITTERION,C32H39NO4,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
CHEMBL2028019,CARIPRAZINE,CARIPRAZINE|GED-129|MP-214|REAGILA|RGH-188,Small molecule,4,427.42,17.0,78.0,4.34,38.82,3,1,0,5,N,0.76,None,7.91,4.06,3.43,1,MOL,0,28,5,1,0,426.1953,NEUTRAL,C21H32Cl2N4O,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1
CHEMBL2106978,POTASSIUM GLUCONATE,E-577|GLUCONIC ACID POTASSIUM SALT|INS NO.577|INS-577|KATORIN|Kaon|POTASSIUM GLUCONATE,Small molecule,4,234.25,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,234.0142,None,C6H11KO7,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[K+]
CHEMBL1182743,RIMAZOLIUM,RIMAZOLIUM,Small molecule,0,251.31,,,0.75,52.18,4,0,0,2,N,0.58,None,None,-2.39,-2.39,1,MOL,0,18,5,0,0,251.139,NEUTRAL,C13H19N2O3+,CCOC(=O)c1c[n+](C)c2n(c1=O)C(C)CCC2
CHEMBL1200682,SODIUM OXYBATE,.GAMMA.-HYDROXYBUTYRATE SODIUM SALT|NSC-84223|OXYBATE SODIUM|SODIUM OXYBATE|Sodium oxybate|WY-3478|Xyrem,Small molecule,4,126.09,8.0,48.0,-0.16,57.53,2,2,0,3,Y,0.52,4.44,None,-0.51,-3.37,0,MOL,0,7,3,2,0,104.0473,ACID,C4H7NaO3,O=C([O-])CCCO.[Na+]
CHEMBL1350,TILUDRONIC ACID,SKELID|SR 41319|SR-41319|Skelid|TILUDRONIC ACID|Tiludronate|Tiludronic Acid,Small molecule,4,318.61,13.0,66.0,2.07,115.06,3,4,0,4,N,0.50,1.03,None,1.32,-3.47,1,MOL,0,17,6,4,0,317.9284,ACID,C7H9ClO6P2S,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O
CHEMBL590799,CAMOSTAT,CAMOSTAT|CAMOSTAT MESILATE,Small molecule,2,398.42,19.0,34.0,1.39,134.81,6,3,0,7,N,0.28,None,8.54,1.51,0.36,2,MOL,0,29,9,4,0,398.159,BASE,C20H22N4O5,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1
CHEMBL305660,EBASTINE,EBASTINE|Kestine|LAS W-090|LAS-W-090|RP 64305|RP-64305,Small molecule,3,469.67,147.0,821.0,7.22,29.54,3,0,1,9,N,0.31,None,8.43,6.96,5.89,3,MOL,0,35,3,0,1,469.2981,NEUTRAL,C32H39NO2,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
CHEMBL419213,LISINOPRIL,ACEMIN|CARACE|LISINOPRIL|LISOPRESS|MK-521|Prinivil|QBRELIS|Zestril,Small molecule,4,441.53,11.0,26.0,1.24,132.96,5,4,0,12,N,0.38,3.17,10.21,-3.10,-3.18,1,MOL,0,29,8,5,0,405.2264,ZWITTERION,C21H35N3O7,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O
